Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,"How many followers do you have on Instagram? (In case of multiple accounts, please mention the one with the maximum)",How many posts do you have on Instagram?,Latitude,Longitude,Time Spent on Facebook in last week (in minutes),Time Spent on Facebook in last weekend (in minutes),Time Spent on Instagram in last week (in minutes),Time Spent on Instagram in last weekend (in minutes),Time Spent on WhatsApp in last week (in minutes),Time Spent on WhatsApp in last weekend (in minutes),Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage
14,Kolkata,Student,No,Male,High School,CCU,Android,West Bengal,Eastern,100,5,22.562627,88.363044,350,210,100,150,200,150,560,250,"1,160",650,510,350
32,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,321,17,22.562627,88.363044,354,210,120,73,"1,645",432,564,193,"2,834","2,119",715,"2,077"
33,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,0,0,28.651952,77.231495,400,210,0,0,550,180,610,0,"1,340",950,390,730
22,Lucknow,Student,Yes,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,354,44,26.839281,80.923133,548,207,759,310,873,246,755,"1,069","2,943","2,180",763,"1,119"
23,Bagdogra,Student,No,Male,Post graduation,IXB,Android,West Bengal,Eastern,138,66,26.6986,88.3117,843,204,65,32,"1,348",335,"1,047",97,"2,827","2,256",571,"1,683"
24,Bagdogra,Working professional,No,Male,Graduation,IXB,Android,West Bengal,Eastern,451,126,26.6986,88.3117,289,203,456,187,421,263,492,643,"1,819","1,166",653,684
22,Mumbai,Student,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,"1,400",80,18.987807,72.836447,420,200,"1,200","2,100","3,000","1,200",620,"3,300","8,120","4,620","3,500","4,200"
21,Tiruchirappalli,Working professional,No,Male,Graduation,TRZ,Android,Tamil Nadu,Southern,356,75,10.7904833,78.7046725,600,200,"2,400",600,"1,800",600,800,"3,000","6,200","4,800","1,400","2,400"
21,Ahmedabad,Student,No,Female,Graduation,AMD,iOs,Gujarat,Western,"1,468",63,23.025793,72.587265,500,200,"2,000",600,"1,500",500,700,"2,600","5,300","4,000","1,300","2,000"
24,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,"2,570",162,18.987807,72.836447,500,200,800,400,"1,260",150,700,"1,200","3,310","2,560",750,"1,410"
24,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,250,25,12.977063,77.587106,420,200,900,400,180,60,620,"1,300","2,160","1,500",660,240
26,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,200,25,23.025793,72.587265,0,200,150,400,360,0,200,550,"1,110",510,600,360
36,Thiruvananthapuram,Working professional,No,Male,Post graduation,TRV,iOs,Kerala,Southern,50,2,8.485498,76.949238,900,200,350,380,500,480,"1,100",730,"2,810","1,750","1,060",980
25,Ahmedabad,Working professional,No,Female,Graduation,AMD,iOs,Gujarat,Western,"1,044",96,23.025793,72.587265,400,200,"1,000",350,"1,200",500,600,"1,350","3,650","2,600","1,050","1,700"
26,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,"2,684",349,23.025793,72.587265,400,200,800,300,"1,800",600,600,"1,100","4,100","3,000","1,100","2,400"
25,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,"1,170",69,18.987807,72.836447,500,200,"1,400",300,"3,000",500,700,"1,700","5,900","4,900","1,000","3,500"
22,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,"1,488",148,23.025793,72.587265,500,200,"1,000",300,"1,500",400,700,"1,300","3,900","3,000",900,"1,900"
25,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,400,100,28.651952,77.231495,300,200,500,300,700,350,500,800,"2,350","1,500",850,"1,050"
22,Mumbai,Student,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,600,65,18.987807,72.836447,300,200,300,240,600,120,500,540,"1,760","1,200",560,720
47,Chandigarh,Sabbatical,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,156,2,30.736292,76.788398,400,200,380,190,605,295,600,570,"2,070","1,385",685,900
26,Delhi,Working professional,Yes,Male,Post graduation,DEL,Android,Delhi,Northern,"1,000",289,28.651952,77.231495,780,200,460,180,"1,680",480,980,640,"3,780","2,920",860,"2,160"
24,Kanpur,Sabbatical,No,Male,Graduation,KNU,Android,UTTAR PRADESH,Northern,372,24,26.449923,80.3318736,400,200,550,180,800,360,600,730,"2,490","1,750",740,"1,160"
26,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,316,38,28.651952,77.231495,50,200,450,120,125,50,250,570,995,625,370,175
30,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,194,16,18.987807,72.836447,600,200,"1,000",100,"1,000",200,800,"1,100","3,100","2,600",500,"1,200"
35,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,367,46,22.562627,88.363044,400,200,"1,050",100,"2,500",200,600,"1,150","4,450","3,950",500,"2,700"
65,Ahmedabad,Sabbatical,No,Male,Graduation,AMD,Android,Gujarat,Western,67,1,23.025793,72.587265,700,200,200,50,900,100,900,250,"2,150","1,800",350,"1,000"
57,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,300,200,0,0,400,100,500,0,"1,000",700,300,500
24,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,162,63,28.651952,77.231495,218,198,452,165,632,319,416,617,"1,984","1,302",682,951
23,Kolkata,Student,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,351,289,22.562627,88.363044,602,197,568,186,465,165,799,754,"2,183","1,635",548,630
24,Baroda,Student,No,Male,Post graduation,BDQ,Android,Gujarat,Western,287,58,22.3072,73.1812,483,196,446,194,698,247,679,640,"2,264","1,627",637,945
21,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,254,293,22.562627,88.363044,381,193,529,330,"2,820","1,020",574,859,"5,273","3,730","1,543","3,840"
28,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,"1,661",80,18.987807,72.836447,520,192,614,305,"1,155",462,712,919,"3,248","2,289",959,"1,617"
37,Pune,Working professional,No,Female,Post graduation,PNQ,Android,Maharashtra,Western,183,117,18.513271,73.849852,362,192,168,82,752,285,554,250,"1,841","1,282",559,"1,037"
55,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,88,3,18.987807,72.836447,282,192,57,3,315,116,474,60,965,654,311,431
24,Delhi,Student,No,Male,Graduation,DEL,iOs,Delhi,Northern,255,51,28.651952,77.231495,448,191,72,31,453,177,639,103,"1,372",973,399,630
25,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,400,2,28.651952,77.231495,240,190,180,200,"2,400",200,430,380,"3,410","2,820",590,"2,600"
48,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,175,1,22.562627,88.363044,103,190,20,0,538,200,293,20,"1,051",661,390,738
24,Agra,Student,No,Male,Graduation,AGR,Android,Uttar Pradesh,Northern,"1,571",814,27.187935,78.003944,165,189,"1,481",439,390,154,354,"1,920","2,818","2,036",782,544
62,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,533,189,0,0,492,133,722,0,"1,347","1,025",322,625
32,Lucknow,Working professional,Yes,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,987,256,26.839281,80.923133,"1,380",187,"1,670",271,"3,876","1,047","1,567","1,941","8,431","6,926","1,505","4,923"
22,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,496,38,12.977063,77.587106,427,182,"1,453",215,"3,756",971,609,"1,668","7,004","5,636","1,368","4,727"
24,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,"1,682",107,28.651952,77.231495,300,180,840,600,"2,700",480,480,"1,440","5,100","3,840","1,260","3,180"
27,Bengaluru,Working professional,Yes,Female,Post graduation,BLR,Android,Karnataka,Southern,774,110,12.977063,77.587106,450,180,900,480,700,500,630,"1,380","3,210","2,050","1,160","1,200"
24,Lucknow,Working professional,No,Female,Graduation,LKO,iOs,Uttar Pradesh,Northern,401,113,26.839281,80.923133,"1,100",180,"1,265",360,"2,300",350,"1,280","1,625","5,555","4,665",890,"2,650"
24,Hyderabad,Student,No,Male,Post graduation,Hyd,Android,Telangana,Southern,234,14,17.384052,78.456355,420,180,"1,200",240,840,180,600,"1,440","3,060","2,460",600,"1,020"
28,Pune,Working professional,No,Female,Post graduation,PNQ,iOs,Maharashtra,Western,432,16,18.513271,73.849852,420,180,510,230,840,365,600,740,"2,545","1,770",775,"1,205"
26,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,190,55,22.562627,88.363044,250,180,350,200,500,400,430,550,"1,880","1,100",780,900
28,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,760,47,18.987807,72.836447,420,180,500,200,150,30,600,700,"1,480","1,070",410,180
35,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,134,152,28.651952,77.231495,400,180,150,180,600,240,580,330,"1,750","1,150",600,840
24,Delhi,Sabbatical,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,800,70,28.651952,77.231495,600,180,840,120,420,"1,200",780,960,"3,360","1,860","1,500","1,620"
25,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,250,6,22.562627,88.363044,300,180,250,75,400,100,480,325,"1,305",950,355,500
30,DehraDun,Working professional,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,120,0,30.324427,78.033922,630,180,120,30,630,200,810,150,"1,790","1,380",410,830
25,Nagpur,Working professional,No,Female,Post graduation,NAG,Android,MAHARASHTRA,Western,0,0,21.1458004,79.0881546,300,180,0,0,170,60,480,0,710,470,240,230
23,Chandigarh,Student,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,484,29,30.736292,76.788398,234,179,369,115,915,456,413,484,"2,268","1,518",750,"1,371"
20,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,997,65,18.987807,72.836447,564,178,542,175,476,142,742,717,"2,077","1,582",495,618
29,Kolkata,Working professional,Yes,Female,Post graduation,CCU,iOs,West Bengal,Eastern,"1,237",384,22.562627,88.363044,852,176,"1,450",270,"3,087",658,"1,028","1,720","6,493","5,389","1,104","3,745"
19,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,160,70,28.651952,77.231495,225,175,140,96,290,170,400,236,"1,096",655,441,460
72,Ahmedabad,Working professional,No,Female,Post graduation,AMD,Android,Gujarat,Western,40,6,23.025793,72.587265,187,174,124,200,122,192,361,324,999,433,566,314
21,Ahmedabad,Student,No,Female,Graduation,AMD,iOs,Gujarat,Western,444,108,23.025793,72.587265,435,173,428,184,396,162,608,612,"1,778","1,259",519,558
25,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,450,78,22.562627,88.363044,546,173,0,0,482,78,719,0,"1,279","1,028",251,560
27,Delhi,Working professional,Yes,Female,Graduation,DEL,Android,Delhi,Northern,206,43,28.651952,77.231495,250,170,950,220,820,145,420,"1,170","2,555","2,020",535,965
25,Baroda,Working professional,No,Male,Post graduation,BDQ,Android,Gujarat,Western,349,260,22.3072,73.1812,279,170,259,97,733,266,449,356,"1,804","1,271",533,999
50,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,360,170,0,0,400,260,530,0,"1,190",760,430,660
25,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,140,12,28.651952,77.231495,240,170,0,0,480,220,410,0,"1,110",720,390,700
35,Chennai,Working professional,No,Male,Graduation,MAA,iOs,Tamil Nadu,Southern,244,65,13.084622,80.248357,488,168,856,356,723,353,656,"1,212","2,944","2,067",877,"1,076"
20,Mumbai,Student,No,Male,Graduation,BOM,iOs,Maharashtra,Western,475,35,18.987807,72.836447,532,167,546,154,487,133,699,700,"2,019","1,565",454,620
22,Kolkata,Student,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,323,48,22.562627,88.363044,562,165,487,138,453,123,727,625,"1,928","1,502",426,576
47,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,0,0,22.562627,88.363044,546,165,0,0,476,79,711,0,"1,266","1,022",244,555
24,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,225,6,18.987807,72.836447,480,160,"1,680",540,840,240,640,"2,220","3,940","3,000",940,"1,080"
30,Jaipur,Working professional,No,Male,Post graduation,JAI,Android,Rajasthan,Northern,512,98,26.913312,75.787872,125,160,699,298,"2,005",877,285,997,"4,164","2,829","1,335","2,882"
17,Mumbai,Student,No,Female,High School,BOM,Android,Maharashtra,Western,467,55,18.987807,72.836447,423,160,635,110,960,160,583,745,"2,448","2,018",430,"1,120"
28,Hyderabad,Working professional,No,Male,Post graduation,HYD,iOs,Telangana,Southern,0,0,17.384052,78.456355,120,160,0,0,"2,400",120,280,0,"2,800","2,520",280,"2,520"
24,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,213,52,28.651952,77.231495,239,158,765,246,840,293,397,"1,011","2,541","1,844",697,"1,133"
24,Kolkata,Working professional,Yes,Male,Post graduation,CCU,iOs,West Bengal,Eastern,"2,651",52,22.562627,88.363044,216,158,312,143,213,175,374,455,"1,217",741,476,388
52,Agra,Working professional,No,Male,Graduation,AGR,iOs,Uttar Pradesh,Northern,0,0,27.187935,78.003944,200,157,0,0,193,134,357,0,684,393,291,327
34,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,0,0,22.562627,88.363044,731,156,0,0,227,79,887,0,"1,193",958,235,306
24,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,129,22,28.651952,77.231495,759,155,368,74,720,216,914,442,"2,292","1,847",445,936
22,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,654,109,18.987807,72.836447,232,154,398,205,765,432,386,603,"2,186","1,395",791,"1,197"
23,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,270,42,28.651952,77.231495,72,154,185,113,105,121,226,298,750,362,388,226
22,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,557,143,18.513271,73.849852,247,153,879,352,"2,542",622,400,"1,231","4,795","3,668","1,127","3,164"
26,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,300,9,22.562627,88.363044,100,150,400,870,100,186,250,"1,270","1,806",600,"1,206",286
29,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,800,91,22.562627,88.363044,250,150,800,420,"1,750",760,400,"1,220","4,130","2,800","1,330","2,510"
24,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,187,26,28.651952,77.231495,345,150,585,390,790,475,495,975,"2,735","1,720","1,015","1,265"
24,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,"1,654",38,18.987807,72.836447,420,150,800,350,420,250,570,"1,150","2,390","1,640",750,670
27,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,295,45,18.987807,72.836447,300,150,700,300,300,60,450,"1,000","1,810","1,300",510,360
21,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,165,32,28.651952,77.231495,100,150,200,260,300,320,250,460,"1,330",600,730,620
20,Ahmedabad,Student,Yes,Female,Graduation,AMD,iOs,Gujarat,Western,"1,982",212,23.025793,72.587265,150,150,300,250,500,200,300,550,"1,550",950,600,700
19,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,"1,252",154,18.987807,72.836447,200,150,600,240,300,120,350,840,"1,610","1,100",510,420
34,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,246,371,18.987807,72.836447,435,150,551,215,334,202,585,766,"1,887","1,320",567,536
26,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,330,9,22.562627,88.363044,200,150,300,200,400,250,350,500,"1,500",900,600,650
32,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,350,10,18.987807,72.836447,300,150,250,200,300,200,450,450,"1,400",850,550,500
26,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,400,7,18.987807,72.836447,190,150,260,180,300,150,340,440,"1,230",750,480,450
22,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,"1,833",55,23.025793,72.587265,500,150,500,150,"1,500",450,650,650,"3,250","2,500",750,"1,950"
29,Vishakhapatnam,Sabbatical,No,Female,Post graduation,VTZ,Android,Andhra Pradesh,Southern,"1,020",909,17.704052,83.297663,180,150,240,120,"3,000",295,330,360,"3,985","3,420",565,"3,295"
22,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,441,23,18.987807,72.836447,218,150,309,103,240,88,368,412,"1,108",767,341,328
25,Mumbai,Sabbatical,No,Male,Graduation,BOM,Android,Maharashtra,Western,472,131,18.987807,72.836447,339,150,293,96,432,263,489,389,"1,573","1,064",509,695
23,Baroda,Working professional,No,Male,Graduation,BDQ,Android,Gujarat,Western,519,35,22.3072,73.1812,263,150,480,64,569,265,413,544,"1,791","1,312",479,834
40,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,150,1,18.987807,72.836447,200,150,100,50,500,250,350,150,"1,250",800,450,750
13,Kolkata,Student,No,Male,High School,CCU,iOs,West Bengal,Eastern,65,2,22.562627,88.363044,100,150,80,45,100,50,250,125,525,280,245,150
52,Chandigarh,Working professional,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,0,0,30.736292,76.788398,340,150,0,0,680,320,490,0,"1,490","1,020",470,"1,000"
51,Ranchi,Working professional,No,Female,Post graduation,IXR,Android,Jharkhand,Eastern,0,0,23.347768,85.338564,300,150,0,0,150,150,450,0,750,450,300,300
47,Ahmedabad,Working professional,No,Male,Post graduation,AMD,Android,Gujarat,Western,288,52,23.025793,72.587265,360,150,0,0,420,90,510,0,"1,020",780,240,510
38,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,158,27,28.651952,77.231495,378,148,90,34,658,193,526,124,"1,501","1,126",375,851
23,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,763,129,22.562627,88.363044,321,146,488,118,629,432,467,606,"2,134","1,438",696,"1,061"
43,Delhi,Self Employed,No,Male,Graduation,DEL,Android,Delhi,Northern,51,0,28.651952,77.231495,307,145,1,1,212,43,452,2,709,520,189,255
24,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,204,31,28.651952,77.231495,287,145,0,0,302,102,432,0,836,589,247,404
22,Delhi,Student,No,Male,Graduation,DEL,iOs,Delhi,Northern,278,6,28.651952,77.231495,400,144,854,290,925,165,544,"1,144","2,778","2,179",599,"1,090"
24,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,373,89,18.987807,72.836447,598,143,"1,204",363,"1,113",324,741,"1,567","3,745","2,915",830,"1,437"
25,Varanasi,Working professional,No,Male,Graduation,VNS,iOs,Uttar Pradesh,Northern,361,150,25.31774,83.005811,164,142,334,245,840,352,306,579,"2,077","1,338",739,"1,192"
25,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,235,142,0,0,621,126,377,0,"1,124",856,268,747
47,Udaipur,Sabbatical,No,Female,Post graduation,UDR,Android,Rajasthan,Northern,127,37,24.57951,73.690508,423,141,147,55,"1,788",583,564,202,"3,137","2,358",779,"2,371"
21,Ahmedabad,Working professional,Yes,Female,Graduation,AMD,Android,Gujarat,Western,898,116,23.025793,72.587265,349,139,"1,077",255,"2,480",876,488,"1,332","5,176","3,906","1,270","3,356"
21,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,"1,124",126,23.025793,72.587265,382,137,"1,006",217,"1,786",600,519,"1,223","4,128","3,174",954,"2,386"
24,Baroda,Student,No,Female,Post graduation,BDQ,Android,Gujarat,Western,294,60,22.3072,73.1812,264,137,268,82,800,324,401,350,"1,875","1,332",543,"1,124"
47,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,36,4,28.651952,77.231495,78,137,25,47,998,385,215,72,"1,670","1,101",569,"1,383"
29,Kochi,Working professional,No,Female,Graduation,COK,Android,Kerala,Southern,745,46,9.947743,76.253802,376,132,599,178,367,870,508,777,"2,522","1,342","1,180","1,237"
23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,798,91,28.651952,77.231495,300,132,189,78,450,140,432,267,"1,289",939,350,590
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,236,8,28.651952,77.231495,300,130,550,260,"1,600",460,430,810,"3,300","2,450",850,"2,060"
